data,A,B,C,D
2017-01-21|06:06:54.000,4360.71631,-3.79978,116.32411,45.06035
2017-01-21|06:07:04.000,4387.53418,-3.81542,116.31439,44.78269
2017-01-21|06:07:14.000,4414.35205,-3.82854,116.30679,44.29093
2017-01-21|06:07:24.000,4408.83984,-3.85765,116.29023,43.98838
2017-01-21|06:07:34.000,4382.43945,-3.82991,116.27366,43.73298
2017-01-21|06:07:44.000,4389.33643,-3.83574,116.28502,43.82487
2017-01-21|06:07:54.000,4428.55957,-3.82545,116.27111,45.02815
2017-01-21|06:08:04.000,4467.78271,-3.83262,116.26162,45.9847
2017-01-21|06:08:14.000,4494.64795,-3.88544,116.27489,46.16405
2017-01-21|06:08:24.000,4474.25928,-3.90914,116.26708,44.85818
2017-01-21|06:08:34.000,4467.39453,-3.83501,116.27739,43.35737
2017-01-21|06:08:44.000,4473.67041,-3.86135,116.23942,43.87732
2017-01-21|06:08:54.000,4479.94629,-3.86376,116.23512,44.37636
2017-01-21|06:09:04.000,4455.76465,-3.86352,116.27382,44.44343
2017-01-21|06:09:14.000,4401.979,-3.8458,116.25615,44.23729
2017-01-21|06:09:24.000,4386.18994,-3.82936,116.24984,44.17486
2017-01-21|06:09:34.000,4407.34912,-3.88564,116.25415,43.83126
2017-01-21|06:09:44.000,4429.79688,-3.86305,116.23878,43.55163
2017-01-21|06:09:54.000,4452.37695,-3.88213,116.25139,43.28209
2017-01-21|06:10:04.000,4474.71631,-3.85517,116.24255,43.35173
2017-01-21|06:10:14.000,4461.91357,-3.84771,116.27232,44.34066
2017-01-21|06:10:24.000,4449.11035,-3.84864,116.24585,45.45522
2017-01-21|06:10:34.000,4495.57227,-3.86273,116.24399,46.65185
2017-01-21|06:10:44.000,4556.23486,-3.9096,116.25538,47.54525
2017-01-21|06:10:54.000,4613.18213,-3.9305,116.24962,47.19528
2017-01-21|06:11:04.000,4669.23828,-3.96962,116.24386,45.52843
2017-01-21|06:11:14.000,4637.63672,-3.94264,116.23811,45.46431
2017-01-21|06:11:24.000,4569.61914,-3.9663,116.23254,46.06346
2017-01-21|06:11:34.000,4581.66895,-3.96438,116.25662,46.30618
2017-01-21|06:11:44.000,4626.99707,-3.96788,116.23705,46.16876
2017-01-21|06:11:54.000,4641.35596,-3.9459,116.25267,46.43195
2017-01-21|06:12:04.000,4652.5127,-3.97876,116.24522,47.02713
2017-01-21|06:12:14.000,4663.66992,-3.97172,116.28313,46.5623
2017-01-21|06:12:24.000,4624.73047,-3.95333,116.27207,45.72028
2017-01-21|06:12:34.000,4565.68848,-3.96579,116.26102,45.4553
2017-01-21|06:12:44.000,4626.97656,-3.95325,116.30878,45.35169
2017-01-21|06:12:54.000,4651.14111,-3.96958,116.30774,45.34303
2017-01-21|06:13:04.000,4620.99219,-3.95264,116.29189,45.17269
2017-01-21|06:13:14.000,4590.84326,-3.95956,116.31365,45.14142
2017-01-21|06:13:24.000,4603.15771,-3.94678,116.31941,45.11708
2017-01-21|06:13:34.000,4625.69971,-3.95126,116.32517,45.05598
2017-01-21|06:13:44.000,4628.27246,-3.96578,116.33092,45.02162
2017-01-21|06:13:54.000,4585.51318,-3.93061,116.33669,45.0007
2017-01-21|06:14:04.000,4542.75391,-3.95995,116.33826,44.98499
2017-01-21|06:14:14.000,4559.72217,-3.97281,116.31618,44.91954
2017-01-21|06:14:24.000,4635.04102,-3.95217,116.32205,44.96085
2017-01-21|06:14:34.000,4597.75439,-3.95678,116.33466,44.87785
2017-01-21|06:14:44.000,4565.56738,-3.95392,116.34928,44.85044
2017-01-21|06:14:54.000,4576.61328,-3.93973,116.33984,44.84668
2017-01-21|06:15:04.000,4587.65918,-3.92873,116.36151,44.86203
2017-01-21|06:15:14.000,4600.20557,-3.95355,116.34492,44.84011
2017-01-21|06:15:24.000,4613.37842,-3.93367,116.34314,44.85261
2017-01-21|06:15:34.000,4626.55127,-3.92193,116.31236,44.82601
2017-01-21|06:15:44.000,4626.10107,-3.9365,116.31503,44.70648
2017-01-21|06:15:54.000,4594.65283,-3.94932,116.31538,44.65432
2017-01-21|06:16:04.000,4563.2041,-3.94643,116.34035,44.47272
2017-01-21|06:16:14.000,4574.31885,-3.93605,116.34682,44.45589
2017-01-21|06:16:24.000,4595.73047,-3.89629,116.35329,44.38047
2017-01-21|06:16:34.000,4596.84229,-3.93675,116.35976,44.29298
2017-01-21|06:16:44.000,4551.69678,-3.91453,116.35887,44.00156
2017-01-21|06:16:54.000,4506.55127,-3.90612,116.36465,44.05398
2017-01-21|06:17:04.000,4521.64404,-3.90398,116.35752,43.93527
2017-01-21|06:17:14.000,4544.61035,-3.88134,116.34302,43.82104
2017-01-21|06:17:24.000,4556.24756,-3.87931,116.34849,43.83361
2017-01-21|06:17:34.000,4567.88477,-3.91146,116.34578,43.81827
2017-01-21|06:17:44.000,4555.57959,-3.87634,116.35257,43.88422
2017-01-21|06:17:54.000,4533.24121,-3.89285,116.36375,43.93274
2017-01-21|06:18:04.000,4519.64014,-3.87111,116.3527,44.01978
2017-01-21|06:18:14.000,4540.00293,-3.85638,116.34164,43.98913
2017-01-21|06:18:24.000,4560.36621,-3.88056,116.35516,44.03431
2017-01-21|06:18:34.000,4571.65234,-3.90918,116.35184,44.05491
2017-01-21|06:18:44.000,4547.63037,-3.8697,116.33958,44.1518
2017-01-21|06:18:54.000,4523.6084,-3.87562,116.31584,44.1912
2017-01-21|06:19:04.000,4513.66357,-3.84384,116.33205,43.91124
2017-01-21|06:19:14.000,4535.88867,-3.88237,116.31442,44.10078
2017-01-21|06:19:24.000,4558.11426,-3.8958,116.30417,44.13145
2017-01-21|06:19:34.000,4536.4209,-3.9086,116.29562,44.16323
2017-01-21|06:19:44.000,4510.07959,-3.89909,116.28708,44.28852
2017-01-21|06:19:54.000,4483.99707,-3.86975,116.33521,44.44123
2017-01-21|06:20:04.000,4520.80273,-3.86277,116.31966,44.51795
2017-01-21|06:20:14.000,4557.6084,-3.89451,116.3307,44.55707
2017-01-21|06:20:24.000,4554.31396,-3.8727,116.31314,44.56441
2017-01-21|06:20:34.000,4511.55664,-3.87683,116.32518,44.00358
2017-01-21|06:20:44.000,4469.11572,-3.88828,116.33722,43.96289
2017-01-21|06:20:54.000,4507.52148,-3.89952,116.32372,43.82885
2017-01-21|06:21:04.000,4539.04688,-3.89556,116.33826,43.71413
2017-01-21|06:21:14.000,4554.80615,-3.88044,116.31582,43.9049
2017-01-21|06:21:24.000,4570.56494,-3.9123,116.31201,44.08556
2017-01-21|06:21:34.000,4586.32422,-3.89234,116.32938,44.19086
2017-01-21|06:21:44.000,4570.18164,-3.86677,116.33473,44.45392
2017-01-21|06:21:54.000,4533.09717,-3.89613,116.31445,44.5987
2017-01-21|06:22:04.000,4521.93164,-3.86828,116.34329,44.72669
2017-01-21|06:22:14.000,4536.31445,-3.90083,116.36034,44.90488
2017-01-21|06:22:24.000,4550.61475,-3.88934,116.36217,44.99387
2017-01-21|06:22:34.000,4541.45117,-3.89923,116.34524,45.07197
2017-01-21|06:22:44.000,4532.2876,-3.91165,116.31554,45.18871
2017-01-21|06:22:54.000,4523.64502,-3.90116,116.36404,45.28669
2017-01-21|06:23:04.000,4519.52197,-3.91425,116.36017,45.23283
2017-01-21|06:23:14.000,4515.39893,-3.88771,116.31201,45.291
2017-01-21|06:23:24.000,4511.27588,-3.90273,116.36407,45.23223
2017-01-21|06:23:34.000,4551.04785,-3.92512,116.31438,45.20348
2017-01-21|06:23:44.000,4601.5752,-3.91942,116.33817,45.20641
2017-01-21|06:23:54.000,4591.96143,-3.93265,116.33166,45.19557
2017-01-21|06:24:04.000,4557.00342,-3.9095,116.33833,45.1913
2017-01-21|06:24:14.000,4539.09619,-3.91513,116.32177,45.21818
2017-01-21|06:24:24.000,4521.18896,-3.89401,116.28618,45.24558
2017-01-21|06:24:34.000,4503.28223,-3.90055,116.32475,45.20456
2017-01-21|06:24:44.000,4516.8501,-3.90782,116.31758,45.16426
2017-01-21|06:24:54.000,4543.72168,-3.92272,116.32389,45.22455
2017-01-21|06:25:04.000,4525.8291,-3.92937,116.3302,45.22536
2017-01-21|06:25:14.000,4489.00635,-3.91734,116.3365,45.28859
2017-01-21|06:25:24.000,4474.19287,-3.89604,116.32508,46.51917
2017-01-21|06:25:34.000,4545.94971,-3.94443,116.31918,47.84267
2017-01-21|06:25:44.000,4614.75977,-3.98235,116.31325,48.23683
2017-01-21|06:25:54.000,4664.05273,-3.97966,116.32649,48.36573
2017-01-21|06:26:04.000,4669.07813,-3.95317,116.33295,48.18951
2017-01-21|06:26:14.000,4674.104,-3.96131,116.31987,46.47137
2017-01-21|06:26:24.000,4679.12939,-3.94419,116.33311,46.572
2017-01-21|06:26:34.000,4660.0498,-3.94757,116.35436,46.95808
2017-01-21|06:26:44.000,4638.36279,-3.98541,116.325,46.952
2017-01-21|06:26:54.000,4616.75,-3.97491,116.36075,45.93518
2017-01-21|06:27:04.000,4627.31104,-3.98028,116.35246,45.1696
2017-01-21|06:27:14.000,4637.87256,-3.98434,116.34416,44.37032
2017-01-21|06:27:24.000,4641.59375,-3.94961,116.37041,43.95355
2017-01-21|06:27:34.000,4585.16357,-3.9278,116.37959,43.67178
2017-01-21|06:27:44.000,4528.80566,-3.93333,116.36497,43.16691
2017-01-21|06:27:54.000,4508.3335,-3.88276,116.39137,42.98425
2017-01-21|06:28:04.000,4487.86133,-3.90234,116.37875,42.50882
2017-01-21|06:28:14.000,4467.65625,-3.89688,116.36613,42.21638
2017-01-21|06:28:24.000,4449.80469,-3.87822,116.3535,41.91043
2017-01-21|06:28:34.000,4431.95313,-3.80285,116.34088,41.64554
2017-01-21|06:28:44.000,4405.54883,-3.81218,116.33293,41.12213
2017-01-21|06:28:54.000,4345.31592,-3.77163,116.32614,40.63549
2017-01-21|06:29:04.000,4285.10547,-3.76452,116.31935,40.36962
2017-01-21|06:29:14.000,4238.01904,-3.70467,116.31256,41.56856
2017-01-21|06:29:24.000,4190.93311,-3.67108,116.3336,42.77932
2017-01-21|06:29:34.000,4216.00098,-3.71256,116.31077,44.08215
2017-01-21|06:29:44.000,4282.76709,-3.77528,116.29974,45.30811
2017-01-21|06:29:54.000,4335.43457,-3.7811,116.2887,46.54467
2017-01-21|06:30:04.000,4535.26465,-3.90945,116.29846,47.60361
2017-01-21|06:30:14.000,4576.9834,-3.96215,116.30928,47.80635
2017-01-21|06:30:24.000,4597.41748,-3.92783,116.3047,46.27678
2017-01-21|06:30:34.000,4607.02441,-3.92826,116.3026,44.66087
2017-01-21|06:30:44.000,4591.52344,-3.92383,116.28937,45.01731
2017-01-21|06:30:54.000,4576.02246,-3.9162,116.30743,45.4606
2017-01-21|06:31:04.000,4560.56494,-3.94182,116.30753,45.4101
2017-01-21|06:31:14.000,4584.78857,-3.94972,116.31771,45.88665
2017-01-21|06:31:24.000,4609.01172,-3.94636,116.32417,46.76
2017-01-21|06:31:34.000,4633.23535,-3.97849,116.33064,47.42402
2017-01-21|06:31:44.000,4623.43848,-4.01692,116.3371,48.00225
2017-01-21|06:31:54.000,4599.13135,-3.97729,116.31845,47.79972
2017-01-21|06:32:04.000,4574.82373,-3.94522,116.32391,47.58426
2017-01-21|06:32:14.000,4607.10791,-3.98332,116.334,47.35337
2017-01-21|06:32:24.000,4621.76611,-4.00763,116.35161,47.24042
2017-01-21|06:32:34.000,4604.83154,-3.97515,116.32075,46.73396
2017-01-21|06:32:44.000,4587.89746,-3.94572,116.34283,46.72284
2017-01-21|06:32:54.000,4582.23877,-3.9503,116.36489,47.10789
2017-01-21|06:33:04.000,4602.80273,-3.94298,116.32962,47.42762
2017-01-21|06:33:14.000,4623.3667,-3.96089,116.35653,47.22969
2017-01-21|06:33:24.000,4601.35156,-3.97547,116.34256,46.74744
2017-01-21|06:33:34.000,4561.13184,-3.95347,116.35528,46.45203
2017-01-21|06:33:44.000,4520.9126,-3.97236,116.36681,46.1813
2017-01-21|06:33:54.000,4582.35449,-3.95473,116.38573,45.84483
2017-01-21|06:34:04.000,4618.854,-3.97152,116.39571,46.4745
2017-01-21|06:34:14.000,4605.11963,-3.94743,116.40189,46.96564
2017-01-21|06:34:24.000,4591.38525,-3.97081,116.40806,47.58079
2017-01-21|06:34:34.000,4584.05811,-3.96695,116.41423,46.97121
2017-01-21|06:34:44.000,4634.26953,-3.9702,116.40976,45.15491
2017-01-21|06:34:54.000,4649.16846,-3.94856,116.40025,45.28307
2017-01-21|06:35:04.000,4628.76953,-3.93065,116.4016,45.8642
2017-01-21|06:35:14.000,4615.40332,-3.97319,116.40346,45.63659
2017-01-21|06:35:24.000,4606.72559,-3.96186,116.37816,45.05859
2017-01-21|06:35:34.000,4598.04785,-3.95124,116.40732,44.63666
2017-01-21|06:35:44.000,4585.34424,-3.9254,116.40025,44.23026
2017-01-21|06:35:54.000,4556.52832,-3.92995,116.39631,43.79425
2017-01-21|06:36:04.000,4527.71191,-3.89931,116.40614,43.77274
2017-01-21|06:36:14.000,4542.91064,-3.85947,116.41596,44.81013
2017-01-21|06:36:24.000,4576.99072,-3.85896,116.41785,45.8972
2017-01-21|06:36:34.000,4595.60791,-3.84896,116.3914,46.12253
2017-01-21|06:36:44.000,4552.25732,-3.90434,116.39143,46.1352
2017-01-21|06:36:54.000,4517.10791,-3.89596,116.41788,43.84247
2017-01-21|06:37:04.000,4556.1001,-3.87824,116.38573,43.49877
2017-01-21|06:37:14.000,4565.6084,-3.8645,116.36681,43.98657
2017-01-21|06:37:24.000,4530.79883,-3.85143,116.3798,44.39612
2017-01-21|06:37:34.000,4533.40039,-3.84486,116.38347,44.02214
2017-01-21|06:37:44.000,4545.39014,-3.86235,116.37813,44.83676
2017-01-21|06:37:54.000,4557.37988,-3.87959,116.38078,45.75584
2017-01-21|06:38:04.000,4554.1875,-3.88584,116.35823,46.22926
2017-01-21|06:38:14.000,4535.771,-3.89215,116.35166,46.66819
2017-01-21|06:38:24.000,4517.35498,-3.91943,116.33662,45.25855
2017-01-21|06:38:34.000,4505.25732,-3.90747,116.31897,45.17805
2017-01-21|06:38:44.000,4550.59961,-3.91277,116.33834,45.42801
2017-01-21|06:38:54.000,4595.94141,-3.90075,116.32632,45.18901
2017-01-21|06:39:04.000,4560.72705,-3.88198,116.3251,45.10263
2017-01-21|06:39:14.000,4525.43164,-3.88261,116.31104,45.00768
2017-01-21|06:39:24.000,4543.68701,-3.89767,116.3025,44.88052
2017-01-21|06:39:34.000,4567.96533,-3.89611,116.29396,44.90958
2017-01-21|06:39:44.000,4592.24316,-3.9248,116.28542,44.87922
2017-01-21|06:39:54.000,4572.70752,-3.8725,116.3075,44.82388
2017-01-21|06:40:04.000,4553.11963,-3.90312,116.28544,43.96883
2017-01-21|06:40:14.000,4542.2041,-3.89261,116.30898,44.01295
2017-01-21|06:40:24.000,4532.2666,-3.88728,116.31171,44.03054
2017-01-21|06:40:34.000,4522.32861,-3.89479,116.30039,44.10618
2017-01-21|06:40:44.000,4532.59912,-3.84069,116.28888,44.20057
2017-01-21|06:40:54.000,4556.41992,-3.86241,116.30537,44.28737
2017-01-21|06:41:04.000,4580.24072,-3.88734,116.30082,44.95312
2017-01-21|06:41:14.000,4593.58594,-3.90375,116.27953,46.51152
2017-01-21|06:41:24.000,4606.91455,-3.90911,116.26479,47.93597
2017-01-21|06:41:34.000,4621.91064,-3.9492,116.26192,48.11224
2017-01-21|06:41:44.000,4652.20508,-3.93944,116.26703,48.24794
2017-01-21|06:41:54.000,4682.5,-3.98657,116.27213,48.3362
2017-01-21|06:42:04.000,4701.91211,-3.98687,116.27724,48.39833
2017-01-21|06:42:14.000,4677.30029,-3.97181,116.28234,48.54097
2017-01-21|06:42:24.000,4658.21924,-3.98597,116.2792,48.69404
2017-01-21|06:42:34.000,4689.9834,-3.99328,116.26359,48.75814
2017-01-21|06:42:44.000,4715.99512,-4.00308,116.28533,47.89757
2017-01-21|06:42:54.000,4689.05811,-4.03188,116.30573,48.05527
2017-01-21|06:43:04.000,4662.12109,-4.02538,116.29668,48.23797
2017-01-21|06:43:14.000,4635.18408,-4.02371,116.31776,47.86069
2017-01-21|06:43:24.000,4674.91357,-4.03464,116.32757,47.2974
2017-01-21|06:43:34.000,4692.23584,-4.01023,116.33738,47.02894
2017-01-21|06:43:44.000,4669.90625,-4.02513,116.31731,46.70218
2017-01-21|06:43:54.000,4647.57666,-4.00019,116.34825,47.85581
2017-01-21|06:44:04.000,4675.78906,-4.047,116.36428,48.54196
2017-01-21|06:44:14.000,4723.3584,-4.03036,116.37435,48.72614
2017-01-21|06:44:24.000,4696.21924,-4.02435,116.3838,48.09892
2017-01-21|06:44:34.000,4669.08008,-4.03323,116.36861,46.81251
2017-01-21|06:44:44.000,4685.63184,-4.01577,116.40647,46.46053
2017-01-21|06:44:54.000,4746.31348,-3.99677,116.37054,46.82428
2017-01-21|06:45:04.000,4737.18896,-4.01816,116.38946,47.00808
2017-01-21|06:45:14.000,4697.84863,-3.99371,116.39951,46.3713
2017-01-21|06:45:24.000,4659.18066,-4.04354,116.41578,45.57698
2017-01-21|06:45:34.000,4620.5127,-3.98819,116.39367,45.01626
2017-01-21|06:45:44.000,4613.13623,-3.99079,116.38661,44.87465
2017-01-21|06:45:54.000,4733.14502,-3.97112,116.37458,45.70872
2017-01-21|06:46:04.000,4666.69287,-3.96005,116.39101,47.07671
2017-01-21|06:46:14.000,4668.25342,-3.99656,116.40912,47.28804
2017-01-21|06:46:24.000,4699.60254,-4.0103,116.39806,47.44316
2017-01-21|06:46:34.000,4723.05322,-4.0166,116.39166,46.59361
2017-01-21|06:46:44.000,4672.97119,-3.99772,116.4029,46.12846
2017-01-21|06:46:54.000,4634.58301,-3.99807,116.41444,45.67682
2017-01-21|06:47:04.000,4705.1792,-3.96994,116.40868,45.36094
2017-01-21|06:47:14.000,4755.96533,-4.01317,116.39542,45.30371
2017-01-21|06:47:24.000,4671.03955,-3.98035,116.42723,45.71007
2017-01-21|06:47:34.000,4702.57275,-3.95683,116.44281,47.14044
2017-01-21|06:47:44.000,4734.10596,-3.9835,116.42615,48.26374
2017-01-21|06:47:54.000,4765.63916,-3.99932,116.42722,48.46945
2017-01-21|06:48:04.000,4714.80664,-4.02944,116.44281,48.43753
2017-01-21|06:48:14.000,4654.4751,-4.02322,116.4267,48.04633
2017-01-21|06:48:24.000,4686.87158,-4.01566,116.44436,47.99291
2017-01-21|06:48:34.000,4728.37598,-4.02877,116.42412,48.53424
2017-01-21|06:48:44.000,4710.20898,-4.00791,116.44477,48.19411
2017-01-21|06:48:54.000,4692.04199,-4.04999,116.44845,47.5758
2017-01-21|06:49:04.000,4673.875,-4.04094,116.45213,47.4031
2017-01-21|06:49:14.000,4704.80713,-4.06749,116.4558,47.89875
2017-01-21|06:49:24.000,4748.2998,-4.03042,116.45948,48.64687
2017-01-21|06:49:34.000,4722.76514,-4.00988,116.46316,48.71248
2017-01-21|06:49:44.000,4667.10938,-4.05021,116.46684,48.77809
2017-01-21|06:49:54.000,4660.60449,-4.05271,116.47052,48.80631
2017-01-21|06:50:04.000,4723.23486,-4.00923,116.45694,48.65704
2017-01-21|06:50:14.000,4737.3877,-4.02487,116.47038,48.30079
2017-01-21|06:50:24.000,4751.54053,-4.02679,116.47717,47.34428
2017-01-21|06:50:34.000,4760.65918,-4.0262,116.48981,47.54873
2017-01-21|06:50:44.000,4722.32178,-4.0315,116.48577,48.02393
2017-01-21|06:50:54.000,4683.98438,-4.05758,116.49969,48.33185
2017-01-21|06:51:04.000,4731.36035,-4.05482,116.50726,48.0877
2017-01-21|06:51:14.000,4779.09766,-4.05692,116.51482,48.15009
2017-01-21|06:51:24.000,4761.45264,-4.05013,116.52239,47.80671
2017-01-21|06:51:34.000,4736.19434,-4.05029,116.51583,47.06136
2017-01-21|06:51:44.000,4717.80615,-4.04153,116.50564,46.62665
2017-01-21|06:51:54.000,4701.18359,-4.0138,116.5078,46.38042
2017-01-21|06:52:04.000,4684.56104,-4.02983,116.49536,46.18021
2017-01-21|06:52:14.000,4680.98389,-4.05039,116.49187,46.04966
2017-01-21|06:52:24.000,4686.26855,-4.00182,116.48837,46.65749
2017-01-21|06:52:34.000,4691.55273,-4.05294,116.48488,47.82368
2017-01-21|06:52:44.000,4711.42969,-4.06142,116.48139,48.53433
2017-01-21|06:52:54.000,4737.70117,-4.03136,116.4779,48.48518
2017-01-21|06:53:04.000,4732.71387,-4.03865,116.47441,47.33579
2017-01-21|06:53:14.000,4695.86133,-4.02325,116.47092,47.11179
2017-01-21|06:53:24.000,4659.00879,-4.04028,116.49731,47.65973
2017-01-21|06:53:34.000,4703.79395,-4.03527,116.48616,47.94059
2017-01-21|06:53:44.000,4751.50635,-4.01415,116.47263,47.38888
2017-01-21|06:53:54.000,4718.65869,-4.04762,116.48148,46.79454
2017-01-21|06:54:04.000,4685.81055,-4.06246,116.49032,46.12146
2017-01-21|06:54:14.000,4699.02783,-4.03433,116.49171,45.53022
2017-01-21|06:54:24.000,4717.65527,-4.03822,116.46225,45.23071
2017-01-21|06:54:34.000,4736.28271,-4.0066,116.49974,45.43895
2017-01-21|06:54:44.000,4720.51855,-3.99662,116.50753,46.8083
2017-01-21|06:54:54.000,4681.3252,-4.00713,116.51533,47.88336
2017-01-21|06:55:04.000,4691.47998,-4.01632,116.52312,47.94364
2017-01-21|06:55:14.000,4735.26563,-4.00233,116.49295,48.00908
2017-01-21|06:55:24.000,4729.77002,-3.99673,116.48647,47.50586
2017-01-21|06:55:34.000,4673.91748,-3.98341,116.48,47.05009
2017-01-21|06:55:44.000,4631.67676,-3.98718,116.47353,46.64151
2017-01-21|06:55:54.000,4622.04639,-3.98422,116.48405,46.4249
2017-01-21|06:56:04.000,4667.06396,-3.99945,116.47651,46.28056
2017-01-21|06:56:14.000,4706.16699,-3.9668,116.47901,46.15842
2017-01-21|06:56:24.000,4699.25781,-3.95515,116.4688,46.18038
2017-01-21|06:56:34.000,4692.34814,-3.9743,116.47166,46.08681
2017-01-21|06:56:44.000,4696.81152,-3.99728,116.44871,46.12181
2017-01-21|06:56:54.000,4712.91406,-4.03655,116.47077,45.91007
2017-01-21|06:57:04.000,4729.01611,-3.97999,116.46156,45.8793
2017-01-21|06:57:14.000,4712.74072,-3.99137,116.46448,46.21756
2017-01-21|06:57:24.000,4674.34375,-4.00322,116.45602,46.7074
2017-01-21|06:57:34.000,4674.27979,-4.02079,116.46155,46.69077
2017-01-21|06:57:44.000,4700.41699,-4.01034,116.44521,46.12249
2017-01-21|06:57:54.000,4726.5542,-4.01197,116.47427,46.03079
2017-01-21|06:58:04.000,4742.7207,-4.03643,116.48283,47.14407
2017-01-21|06:58:14.000,4754.48926,-4.01861,116.49139,47.62992
2017-01-21|06:58:24.000,4725.71436,-4.03039,116.47797,47.86634
2017-01-21|06:58:34.000,4692.12158,-4.03497,116.47057,48.17635
2017-01-21|06:58:44.000,4718.70459,-4.03936,116.49661,48.23177
2017-01-21|06:58:54.000,4745.66846,-4.01476,116.4906,47.92339
2017-01-21|06:59:04.000,4772.63281,-3.99948,116.47268,47.62788
2017-01-21|06:59:14.000,4695.80322,-4.00542,116.49164,47.43841
2017-01-21|06:59:24.000,4655.23633,-4.03244,116.48331,46.30211
2017-01-21|06:59:34.000,4703.56641,-3.99935,116.50183,47.20787
2017-01-21|06:59:44.000,4691.75488,-4.00192,116.50674,47.68516
2017-01-21|06:59:54.000,4653.36279,-4.01565,116.51164,48.34769
2017-01-21|07:00:04.000,4614.97021,-4.02293,116.51655,48.48775
2017-01-21|07:00:14.000,4636.47559,-4.01006,116.52145,48.68056
2017-01-21|07:00:24.000,4725.09033,-4.05335,116.50216,48.85738
2017-01-21|07:00:34.000,4774.69727,-4.02739,116.50691,49.0501
2017-01-21|07:00:44.000,4824.30371,-4.01156,116.51751,49.17913
2017-01-21|07:00:54.000,4760.04785,-4.05011,116.4979,49.28702
2017-01-21|07:01:04.000,4695.0127,-4.06552,116.49256,49.27878
2017-01-21|07:01:14.000,4758.38525,-4.10824,116.48765,49.33027
2017-01-21|07:01:24.000,4793.21191,-4.08293,116.48273,49.3844
2017-01-21|07:01:34.000,4828.03857,-4.06987,116.47782,49.37659
2017-01-21|07:01:44.000,4811.06348,-4.07887,116.4729,49.31451
2017-01-21|07:01:54.000,4773.48389,-4.08945,116.48975,48.89511
